,Nominees,Awards,Year,is_winner
0,The Americans,Drama Series,2018,False
1,The Crown,Drama Series,2018,False
2,Game of Thrones,Drama Series,2018,True
3,The Handmaid’s Tale,Drama Series,2018,False
4,Stranger Things,Drama Series,2018,False
5,This Is Us,Drama Series,2018,False
6,Westworld,Drama Series,2018,False
7,Atlanta,Comedy Series,2018,False
8,Barry,Comedy Series,2018,False
9,Black-ish,Comedy Series,2018,False
10,Curb Your Enthusiasm,Comedy Series,2018,False
11,GLOW,Comedy Series,2018,False
12,The Marvelous Mrs. Maisel,Comedy Series,2018,True
13,Silicon Valley,Comedy Series,2018,False
14,Unbreakable Kimmy Schmidt,Comedy Series,2018,False
15,The Alienist,Limited Series,2018,False
16,The Assassination of Gianni Versace: American Crime Story,Limited Series,2018,True
17,Genius: Picasso,Limited Series,2018,False
18,Godless,Limited Series,2018,False
19,Patrick Melrose,Limited Series,2018,False
20,The Daily Show with Trevor Noah,Variety Talk Series,2018,False
21,Full Frontal with Samantha Bee,Variety Talk Series,2018,False
22,Jimmy Kimmel Live!,Variety Talk Series,2018,False
23,Last Week Tonight with John Oliver,Variety Talk Series,2018,True
24,The Late Late Show with James Corden,Variety Talk Series,2018,False
25,The Late Show with Stephen Colbert,Variety Talk Series,2018,False
26,At Home with Amy Sedaris,Variety Sketch,2018,False
27,Drunk History,Variety Sketch,2018,False
28,"I Love You, America",Variety Sketch,2018,False
29,Portlandia,Variety Sketch,2018,False
30,Saturday Night Live,Variety Sketch,2018,True
31,Tracey Ullman’s Show,Variety Sketch,2018,False
32,The Amazing Race,Reality Competition Series,2018,False
33,American Ninja Warrior,Reality Competition Series,2018,False
34,Project Runway,Reality Competition Series,2018,False
35,RuPaul’s Drag Race,Reality Competition Series,2018,True
36,Top Chef,Reality Competition Series,2018,False
37,The Voice,Reality Competition Series,2018,False
38,The Crown,"Lead Actress, Drama",2018,True
39,Orphan Black,"Lead Actress, Drama",2018,False
40,The Handmaid’s Tale,"Lead Actress, Drama",2018,False
41,Killing Eve,"Lead Actress, Drama",2018,False
42,The Americans,"Lead Actress, Drama",2018,False
43,Westworld,"Lead Actress, Drama",2018,False
44,Ozark,"Lead Actor, Drama",2018,False
45,This Is Us,"Lead Actor, Drama",2018,False
46,Westworld,"Lead Actor, Drama",2018,False
47,The Americans,"Lead Actor, Drama",2018,True
48,This Is Us,"Lead Actor, Drama",2018,False
49,Westworld,"Lead Actor, Drama",2018,False
50,Game of Thrones,Directing for a Drama,2018,False
51,Game of Thrones,Directing for a Drama,2018,False
52,Ozark,Directing for a Drama,2018,False
53,Ozark,Directing for a Drama,2018,False
54,Stranger Things,Directing for a Drama,2018,False
55,The Crown,Directing for a Drama,2018,True
56,The Handmaid’s Tale,Directing for a Drama,2018,False
57,Game of Thrones,Writing for a Drama Series,2018,False
58,Killing Eve,Writing for a Drama Series,2018,False
59,Stranger Things,Writing for a Drama Series,2018,False
60,The Americans,Writing for a Drama Series,2018,True
61,The Crown,Writing for a Drama Series,2018,False
62,The Handmaid’s Tale,Writing for a Drama Series,2018,False
63,The Handmaid’s Tale,"Supporting Actress, Drama",2018,False
64,Stranger Things,"Supporting Actress, Drama",2018,False
65,The Handmaid’s Tale,"Supporting Actress, Drama",2018,False
66,Game of Thrones,"Supporting Actress, Drama",2018,False
67,The Crown,"Supporting Actress, Drama",2018,False
68,Westworld,"Supporting Actress, Drama",2018,True
69,The Handmaid’s Tale,"Supporting Actress, Drama",2018,False
70,Game of Thrones,"Supporting Actor, Drama",2018,False
71,Game of Thrones,"Supporting Actor, Drama",2018,True
72,The Handmaid’s Tale,"Supporting Actor, Drama",2018,False
73,Stranger Things,"Supporting Actor, Drama",2018,False
74,Homeland,"Supporting Actor, Drama",2018,False
75,The Crown,"Supporting Actor, Drama",2018,False
76,Dave Chappelle: Equanimity,Directing for a Variety Special,2018,False
77,Jerry Seinfeld: Jerry Before Seinfeld,Directing for a Variety Special,2018,False
78,Steve Martin & Martin Short: An Evening You Will Forget for the Rest of Your Life,Directing for a Variety Special,2018,False
79,Super Bowl LII Halftime Show Starring Justin Timberlake,Directing for a Variety Special,2018,False
80,The Oscars,Directing for a Variety Special,2018,True
81,Full Frontal with Samantha Bee Presents: The Great American,Writing for a Variety Special,2018,False
82,WINNER: John Mulaney: Kid Gorgeous at Radio City,Writing for a Variety Special,2018,True
83,Michelle Wolf: Nice Lady,Writing for a Variety Special,2018,False
84,Patton Oswalt: Annihilation,Writing for a Variety Special,2018,False
85,Steve Martin & Martin Short: An Evening You Will Forget for the Rest of Your Life,Writing for a Variety Special,2018,False
86,Genius: Picasso,"Lead Actor, TV Movie/Limited Series",2018,False
87,The Assassination of Gianni Versace: American Crime Story,"Lead Actor, TV Movie/Limited Series",2018,True
88,Patrick Melrose,"Lead Actor, TV Movie/Limited Series",2018,False
89,The Looming Tower,"Lead Actor, TV Movie/Limited Series",2018,False
90,Jesus Christ Superstar Live in Concert,"Lead Actor, TV Movie/Limited Series",2018,False
91,U.S.S. Callister (Black Mirror),"Lead Actor, TV Movie/Limited Series",2018,False
92,The Sinner,"Lead Actress, TV Movie/Limited Series",2018,False
93,The Tale,"Lead Actress, TV Movie/Limited Series",2018,False
94,Godless,"Lead Actress, TV Movie/Limited Series",2018,False
95,Law & Order True Crime: The Menendez Murders,"Lead Actress, TV Movie/Limited Series",2018,False
96,Seven Seconds,"Lead Actress, TV Movie/Limited Series",2018,True
97,American Horror Story: Cult,"Lead Actress, TV Movie/Limited Series",2018,False
98,Godless,Directing for a TV Movie/Limited Series,2018,False
99,Jesus Christ Superstar Live in Concert,Directing for a TV Movie/Limited Series,2018,False
100,Paterno,Directing for a TV Movie/Limited Series,2018,False
101,Twin Peaks,Directing for a TV Movie/Limited Series,2018,False
102,Patrick Melrose,Directing for a TV Movie/Limited Series,2018,False
103,The Assassination of Gianni Versace: American Crime Story,Directing for a TV Movie/Limited Series,2018,True
104,The Looming Tower,Directing for a TV Movie/Limited Series,2018,False
105,American Vandal,Writing for a TV Movie/Limited Series,2018,False
106,Godless,Writing for a TV Movie/Limited Series,2018,False
107,Patrick Melrose,Writing for a TV Movie/Limited Series,2018,False
108,The Assassination of Gianni Versace: American Crime Story,Writing for a TV Movie/Limited Series,2018,False
109,Twin Peaks,Writing for a TV Movie/Limited Series,2018,False
110,U.S.S. Callister (Black Mirror),Writing for a TV Movie/Limited Series,2018,True
111,Godless,"Supporting Actor, TV Movie/Limited Series",2018,True
112,Jesus Christ Superstar Live in Concert,"Supporting Actor, TV Movie/Limited Series",2018,False
113,Waco,"Supporting Actor, TV Movie/Limited Series",2018,False
114,The Assassination of Gianni Versace: American Crime Story,"Supporting Actor, TV Movie/Limited Series",2018,False
115,The Assassination of Gianni Versace: American Crime Story,"Supporting Actor, TV Movie/Limited Series",2018,False
116,The Looming Tower,"Supporting Actor, TV Movie/Limited Series",2018,False
117,The Assassination of Gianni Versace: American Crime Story,"Supporting Actor, TV Movie/Limited Series",2018,False
118,Jesus Christ Superstar Live in Concert,"Supporting Actress, TV Movie/Limited Series",2018,False
119,The Assassination of Gianni Versace: American Crime Story,"Supporting Actress, TV Movie/Limited Series",2018,False
120,The Assassination of Gianni Versace: American Crime Story,"Supporting Actress, TV Movie/Limited Series",2018,False
121,American Horror Story: Cult,"Supporting Actress, TV Movie/Limited Series",2018,False
122,Godless,"Supporting Actress, TV Movie/Limited Series",2018,True
123,Black Museum (Black Mirror),"Supporting Actress, TV Movie/Limited Series",2018,False
124,Black-ish,"Lead Actor, Comedy",2018,False
125,The Good Place,"Lead Actor, Comedy",2018,False
126,Curb Your Enthusiasm,"Lead Actor, Comedy",2018,False
127,Atlanta,"Lead Actor, Comedy",2018,False
128,Barry,"Lead Actor, Comedy",2018,True
129,Shameless,"Lead Actor, Comedy",2018,False
130,Better Things,"Lead Actress, Comedy",2018,False
131,The Marvelous Mrs. Maisel,"Lead Actress, Comedy",2018,True
132,Mom,"Lead Actress, Comedy",2018,False
133,Insecure,"Lead Actress, Comedy",2018,False
134,Black-ish,"Lead Actress, Comedy",2018,False
135,Grace and Frankie,"Lead Actress, Comedy",2018,False
136,Atlanta,Directing for a Comedy,2018,False
137,Atlanta,Directing for a Comedy,2018,False
138,Barry,Directing for a Comedy,2018,False
139,GLOW,Directing for a Comedy,2018,False
140,Silicon Valley,Directing for a Comedy,2018,False
141,The Marvelous Mrs. Maisel,Directing for a Comedy,2018,True
142,The Big Bang Theory,Directing for a Comedy,2018,False
143,Atlanta,Writing for a Comedy Series,2018,False
144,Atlanta,Writing for a Comedy Series,2018,False
145,Barry,Writing for a Comedy Series,2018,False
146,Barry,Writing for a Comedy Series,2018,False
147,Silicon Valley,Writing for a Comedy Series,2018,False
148,The Marvelous Mrs. Maisel,Writing for a Comedy Series,2018,True
149,Atlanta,"Supporting Actress, Comedy",2018,False
150,The Marvelous  Mrs. Maisel,"Supporting Actress, Comedy",2018,True
151,Saturday Night Live,"Supporting Actress, Comedy",2018,False
152,GLOW,"Supporting Actress, Comedy",2018,False
153,Saturday Night Live,"Supporting Actress, Comedy",2018,False
154,Saturday Night Live,"Supporting Actress, Comedy",2018,False
155,Roseanne,"Supporting Actress, Comedy",2018,False
156,Will & Grace,"Supporting Actress, Comedy",2018,False
157,Baskets,"Supporting Actor, Comedy",2018,False
158,Saturday Night Live,"Supporting Actor, Comedy",2018,False
159,Unbreakable Kimmy Schmidt,"Supporting Actor, Comedy",2018,False
160,Atlanta,"Supporting Actor, Comedy",2018,False
161,The Marvelous Mrs. Maisel,"Supporting Actor, Comedy",2018,False
162,Saturday Night Live,"Supporting Actor, Comedy",2018,False
163,Barry,"Supporting Actor, Comedy",2018,True
