,Title,Awards,Year,is_winner,Channel
78,steve martin & martin short: an evening you will forget for the rest of your life,Directing for a Variety Special,2018,False,
79,super bowl lii halftime show starring justin timberlake,Directing for a Variety Special,2018,False,
80,the oscars,Directing for a Variety Special,2018,True,ABC
81,full frontal with samantha bee presents: the great american,Writing for a Variety Special,2018,False,
82,john mulaney: kid gorgeous at radio city,Writing for a Variety Special,2018,True,
83,michelle wolf: nice lady,Writing for a Variety Special,2018,False,HBO
84,patton oswalt: annihilation,Writing for a Variety Special,2018,False,Netflix
85,steve martin & martin short: an evening you will forget for the rest of your life,Writing for a Variety Special,2018,False,
86,genius: picasso,"Lead Actor, TV Movie/Limited Series",2018,False,
87,the assassination of gianni versace: american crime story,"Lead Actor, TV Movie/Limited Series",2018,True,
88,patrick melrose,"Lead Actor, TV Movie/Limited Series",2018,False,Showtime
89,the looming tower,"Lead Actor, TV Movie/Limited Series",2018,False,Hulu
90,jesus christ superstar live in concert,"Lead Actor, TV Movie/Limited Series",2018,False,NBC
91,u.s.s. callister (black mirror),"Lead Actor, TV Movie/Limited Series",2018,False,
92,the sinner,"Lead Actress, TV Movie/Limited Series",2018,False,USA
93,the tale,"Lead Actress, TV Movie/Limited Series",2018,False,HBO
94,godless,"Lead Actress, TV Movie/Limited Series",2018,False,Netflix
95,law & order true crime: the menendez murders,"Lead Actress, TV Movie/Limited Series",2018,False,NBC
96,seven seconds,"Lead Actress, TV Movie/Limited Series",2018,True,Netflix
97,american horror story: cult,"Lead Actress, TV Movie/Limited Series",2018,False,
98,godless,Directing for a TV Movie/Limited Series,2018,False,Netflix
99,jesus christ superstar live in concert,Directing for a TV Movie/Limited Series,2018,False,NBC
100,paterno,Directing for a TV Movie/Limited Series,2018,False,HBO
101,twin peaks,Directing for a TV Movie/Limited Series,2018,False,Showtime
102,patrick melrose,Directing for a TV Movie/Limited Series,2018,False,Showtime
103,the assassination of gianni versace: american crime story,Directing for a TV Movie/Limited Series,2018,True,
104,the looming tower,Directing for a TV Movie/Limited Series,2018,False,Hulu
105,american vandal,Writing for a TV Movie/Limited Series,2018,False,Netflix
106,godless,Writing for a TV Movie/Limited Series,2018,False,Netflix
107,patrick melrose,Writing for a TV Movie/Limited Series,2018,False,Showtime
108,the assassination of gianni versace: american crime story,Writing for a TV Movie/Limited Series,2018,False,
109,twin peaks,Writing for a TV Movie/Limited Series,2018,False,Showtime
110,u.s.s. callister (black mirror),Writing for a TV Movie/Limited Series,2018,True,
111,godless,"Supporting Actor, TV Movie/Limited Series",2018,True,Netflix
112,jesus christ superstar live in concert,"Supporting Actor, TV Movie/Limited Series",2018,False,NBC
113,aco,"Supporting Actor, TV Movie/Limited Series",2018,False,
114,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,False,
115,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,False,
116,the looming tower,"Supporting Actor, TV Movie/Limited Series",2018,False,Hulu
117,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,False,
118,jesus christ superstar live in concert,"Supporting Actress, TV Movie/Limited Series",2018,False,NBC
119,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,False,
120,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,False,
121,american horror story: cult,"Supporting Actress, TV Movie/Limited Series",2018,False,
122,godless,"Supporting Actress, TV Movie/Limited Series",2018,True,Netflix
123,black museum (black mirror),"Supporting Actress, TV Movie/Limited Series",2018,False,
124,black-ish,"Lead Actor, Comedy",2018,False,ABC
125,the good place,"Lead Actor, Comedy",2018,False,NBC
126,curb your enthusiasm,"Lead Actor, Comedy",2018,False,HBO
127,atlanta,"Lead Actor, Comedy",2018,False,FX
128,barry,"Lead Actor, Comedy",2018,True,HBO
129,shameless,"Lead Actor, Comedy",2018,False,Showtime
130,better things,"Lead Actress, Comedy",2018,False,FX
131,the marvelous mrs. maisel,"Lead Actress, Comedy",2018,True,
132,mom,"Lead Actress, Comedy",2018,False,CBS
133,nsecure,"Lead Actress, Comedy",2018,False,
134,black-ish,"Lead Actress, Comedy",2018,False,ABC
135,grace and frankie,"Lead Actress, Comedy",2018,False,Netflix
136,atlanta,Directing for a Comedy Series,2018,False,FX
137,atlanta,Directing for a Comedy Series,2018,False,FX
138,barry,Directing for a Comedy Series,2018,False,HBO
139,glow,Directing for a Comedy Series,2018,False,Netflix
140,silicon valley,Directing for a Comedy Series,2018,False,HBO
141,the marvelous mrs. maisel,Directing for a Comedy Series,2018,True,
142,the big bang theory,Directing for a Comedy Series,2018,False,CBS
143,atlanta,Writing for a Comedy Series,2018,False,FX
144,atlanta,Writing for a Comedy Series,2018,False,FX
145,barry,Writing for a Comedy Series,2018,False,HBO
146,barry,Writing for a Comedy Series,2018,False,HBO
147,silicon valley,Writing for a Comedy Series,2018,False,HBO
148,the marvelous mrs. maisel,Writing for a Comedy Series,2018,True,
149,atlanta,"Supporting Actress, Comedy",2018,False,FX
150,the marvelous  mrs. maisel,"Supporting Actress, Comedy",2018,True,
151,saturday night live,"Supporting Actress, Comedy",2018,False,NBC
152,glow,"Supporting Actress, Comedy",2018,False,Netflix
153,saturday night live,"Supporting Actress, Comedy",2018,False,NBC
154,saturday night live,"Supporting Actress, Comedy",2018,False,NBC
155,oseanne,"Supporting Actress, Comedy",2018,False,
156,ill & grace,"Supporting Actress, Comedy",2018,False,
157,baskets,"Supporting Actor, Comedy",2018,False,FX
158,saturday night live,"Supporting Actor, Comedy",2018,False,NBC
159,unbreakable kimmy schmidt,"Supporting Actor, Comedy",2018,False,Netflix
160,atlanta,"Supporting Actor, Comedy",2018,False,FX
161,the marvelous mrs. maisel,"Supporting Actor, Comedy",2018,False,
162,saturday night live,"Supporting Actor, Comedy",2018,False,NBC
163,barry,"Supporting Actor, Comedy",2018,True,HBO
0,better call saul,Drama Series,2019,False,Netflix
1,bodyguard,Drama Series,2019,False,Netflix
2,game of thrones,Drama Series,2019,True,HBO
3,killing eve,Drama Series,2019,False,BBC
4,ozark,Drama Series,2019,False,Netflix
5,pose,Drama Series,2019,True,FX
6,succession,Drama Series,2019,False,HBO
7,this is us,Drama Series,2019,False,ABC
8,ozark,"Lead Actor, Drama",2019,False,Netflix
9,this is us,"Lead Actor, Drama",2019,False,ABC
10,game of thrones,"Lead Actor, Drama",2019,False,HBO
11,better call saul,"Lead Actor, Drama",2019,False,Netflix
12,pose,"Lead Actor, Drama",2019,False,FX
13,this is us,"Lead Actor, Drama",2019,False,ABC
14,game of thrones,"Lead Actress, Drama",2019,False,HBO
15,killing eve,"Lead Actress, Drama",2019,True,BBC
16,how to get away with murder,"Lead Actress, Drama",2019,False,ABC
17,ozark,"Lead Actress, Drama",2019,False,Netflix
18,this is us,"Lead Actress, Drama",2019,False,ABC
19,killing eve,"Lead Actress, Drama",2019,False,BBC
20,house of cards,"Lead Actress, Drama",2019,False,Netflix
21,game of thrones,"Supporting Actor, Drama",2019,False,HBO
22,better call saul,"Supporting Actor, Drama",2019,False,Netflix
23,game of thrones,"Supporting Actor, Drama",2019,False,HBO
24,game of thrones,"Supporting Actor, Drama",2019,True,HBO
25,better call saul,"Supporting Actor, Drama",2019,False,Netflix
26,house of cards,"Supporting Actor, Drama",2019,False,Netflix
27,this is us,"Supporting Actor, Drama",2019,False,ABC
28,game of thrones,"Supporting Actress, Drama",2019,False,HBO
29,ozark,"Supporting Actress, Drama",2019,True,Netflix
30,game of thrones,"Supporting Actress, Drama",2019,False,HBO
31,killing eve,"Supporting Actress, Drama",2019,False,BBC
32,game of thrones,"Supporting Actress, Drama",2019,False,HBO
33,game of thrones,"Supporting Actress, Drama",2019,False,HBO
34,game of thrones,Directing for a Drama,2019,False,HBO
35,game of thrones,Directing for a Drama,2019,False,HBO
36,game of thrones,Directing for a Drama,2019,False,HBO
37,killing eve,Directing for a Drama,2019,False,BBC
38,ozark,Directing for a Drama,2019,True,Netflix
39,succession,Directing for a Drama,2019,False,HBO
40,the handmaid's tale,Directing for a Drama,2019,False,
41,better call saul,Writing for a Drama Series,2019,False,Netflix
42,bodyguard,Writing for a Drama Series,2019,False,Netflix
43,game of thrones,Writing for a Drama Series,2019,False,HBO
44,killing eve,Writing for a Drama Series,2019,False,BBC
45,succession,Writing for a Drama Series,2019,True,HBO
46,the handmaid’s tale,Writing for a Drama Series,2019,False,
47,barry,Comedy Series,2019,False,HBO
48,fleabag,Comedy Series,2019,True,Fleabag
49,the good place,Comedy Series,2019,False,NBC
50,the marvelous mrs. maisel,Comedy Series,2019,False,
51,russian doll,Comedy Series,2019,False,Netflix
52,schitt’s creek,Comedy Series,2019,False,Pop TV
53,veep,Comedy Series,2019,False,HBO
54,black-ish,"Lead Actor, Comedy",2019,False,ABC
55,black monday,"Lead Actor, Comedy",2019,False,Showtime
56,the good place,"Lead Actor, Comedy",2019,False,NBC
57,the kominsky method,"Lead Actor, Comedy",2019,False,Netflix
58,barry,"Lead Actor, Comedy",2019,True,HBO
59,schitt’s creek,"Lead Actor, Comedy",2019,False,Pop TV
60,dead to me,"Lead Actress, Comedy",2019,False,CBS
61,the marvelous mrs. maisel,"Lead Actress, Comedy",2019,False,
62,veep,"Lead Actress, Comedy",2019,False,HBO
63,russian doll,"Lead Actress, Comedy",2019,False,Netflix
64,schitt’s creek,"Lead Actress, Comedy",2019,False,Pop TV
65,fleabag,"Lead Actress, Comedy",2019,True,Fleabag
66,the kominsky method,"Supporting Actor, Comedy",2019,False,Netflix
67,barry,"Supporting Actor, Comedy",2019,False,HBO
68,veep,"Supporting Actor, Comedy",2019,False,HBO
69,barry,"Supporting Actor, Comedy",2019,False,HBO
70,the marvelous mrs. maisel,"Supporting Actor, Comedy",2019,True,
71,barry,"Supporting Actor, Comedy",2019,False,HBO
72,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,False,
73,veep,"Supporting Actress, Comedy",2019,False,HBO
74,fleabag,"Supporting Actress, Comedy",2019,False,Fleabag
75,fleabag,"Supporting Actress, Comedy",2019,False,Fleabag
76,glow,"Supporting Actress, Comedy",2019,False,Netflix
77,barry,"Supporting Actress, Comedy",2019,False,HBO
78,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,True,
79,saturday night live,"Supporting Actress, Comedy",2019,False,NBC
80,barry,Writing for a Comedy Series,2019,False,HBO
81,fleabag,Writing for a Comedy Series,2019,True,Fleabag
82,pen15,Writing for a Comedy Series,2019,False,Hulu
83,russian doll,Writing for a Comedy Series,2019,False,Netflix
84,russian doll,Writing for a Comedy Series,2019,False,Netflix
85,the good place,Writing for a Comedy Series,2019,False,NBC
86,barry,Directing for a Comedy Series,2019,False,HBO
87,barry,Directing for a Comedy Series,2019,False,HBO
88,the big bang theory,Directing for a Comedy Series,2019,False,CBS
89,fleabag,Directing for a Comedy Series,2019,True,Fleabag
90,the marvelous mrs. maisel,Directing for a Comedy Series,2019,False,
91,the marvelous mrs. maisel,Directing for a Comedy Series,2019,False,
92,chernobyl,Limited Series,2019,True,HBO
93,escape at dannemora,Limited Series,2019,False,Showtime
94,fosse/verdon,Limited Series,2019,False,FX
95,sharp objects,Limited Series,2019,False,HBO
96,when they see us,Limited Series,2019,False,Netflix
97,sharp objects,"Lead Actress, TV Movie/Limited Series",2019,False,HBO
98,escape at dannemora,"Lead Actress, TV Movie/Limited Series",2019,False,Showtime
99,when they see us,"Lead Actress, TV Movie/Limited Series",2019,False,Netflix
100,the act,"Lead Actress, TV Movie/Limited Series",2019,False,Hulu
101,when they see us,"Lead Actress, TV Movie/Limited Series",2019,True,Netflix
102,fosse/verdon,"Lead Actress, TV Movie/Limited Series",2019,False,FX
103,true detective,"Lead Actor, TV Movie/Limited Series",2019,False,HBO
104,escape at dannemora,"Lead Actor, TV Movie/Limited Series",2019,False,Showtime
105,a very english scandal,"Lead Actor, TV Movie/Limited Series",2019,False,Amazon Studios
106,chernobyl,"Lead Actor, TV Movie/Limited Series",2019,False,HBO
107,when they see us,"Lead Actor, TV Movie/Limited Series",2019,False,Netflix
108,fosse/verdon,"Lead Actor, TV Movie/Limited Series",2019,False,FX
109,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,False,Netflix
110,escape at dannemora,"Supporting Actor, TV Movie/Limited Series",2019,False,Showtime
111,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,False,Netflix
112,chernobyl,"Supporting Actor, TV Movie/Limited Series",2019,False,HBO
113,a very english scandal,"Supporting Actor, TV Movie/Limited Series",2019,True,Amazon Studios
114,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,False,Netflix
115,the act,"Supporting Actress, TV Movie/Limited Series",2019,True,Hulu
116,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,False,Netflix
117,sharp objects,"Supporting Actress, TV Movie/Limited Series",2019,False,HBO
118,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,False,Netflix
119,fosse/verdon,"Supporting Actress, TV Movie/Limited Series",2019,False,FX
120,chernobyl,"Supporting Actress, TV Movie/Limited Series",2019,False,HBO
121,a very english scandal,Directing for a TV Movie/Limited Series,2019,False,Amazon Studios
122,chernobyl,Directing for a TV Movie/Limited Series,2019,True,HBO
123,escape at dannemora,Directing for a TV Movie/Limited Series,2019,False,Showtime
124,fosse/verdon,Directing for a TV Movie/Limited Series,2019,False,FX
125,fosse/verdon,Directing for a TV Movie/Limited Series,2019,False,FX
126,when they see us,Directing for a TV Movie/Limited Series,2019,False,Netflix
127,a very english scandal,Writing for a TV Movie/Limited Series,2019,False,Amazon Studios
128,chernobyl,Writing for a TV Movie/Limited Series,2019,True,HBO
129,escape at dannemora,Writing for a TV Movie/Limited Series,2019,False,Showtime
130,escape at dannemora,Writing for a TV Movie/Limited Series,2019,False,Showtime
131,fosse/verdon,Writing for a TV Movie/Limited Series,2019,False,FX
132,when they see us,Writing for a TV Movie/Limited Series,2019,False,Netflix
133,black mirror: bandersnatch,TV Movie,2019,True,
134,brexit,TV Movie,2019,False,HBO
135,deadwood: the movie,TV Movie,2019,False,HBO
136,king lear,TV Movie,2019,False,Amazon Studios
137,my dinner with hervé,TV Movie,2019,False,HBO
138,american ninja warrior,Reality Competition Series,2019,False,NBC
139,nailed it!,Reality Competition Series,2019,False,Netflix
140,rupaul’s drag race,Reality Competition Series,2019,True,
141,the amazing race,Reality Competition Series,2019,False,CBS
142,the voice,Reality Competition Series,2019,False,NBC
143,top chef,Reality Competition Series,2019,False,Bravo
144,the daily show with trevor noah,Variety Talk Series,2019,False,Comedy Central
145,full frontal with samantha bee,Variety Talk Series,2019,False,TBS
146,jimmy kimmel live!,Variety Talk Series,2019,False,ABC
147,last week tonight with john oliver,Variety Talk Series,2019,True,HBO
148,the late late show with james corden,Variety Talk Series,2019,False,CBS
149,the late show with stephen colbert,Variety Talk Series,2019,False,CBS
150,at home with amy sedaris,Variety Sketch Series,2019,False,truTV
151,documentary now!,Variety Sketch Series,2019,False,IFC
152,drunk history,Variety Sketch Series,2019,False,Comedy Central
153,i love you america with sarah silverman,Variety Sketch Series,2019,False,Hulu
154,saturday night live,Variety Sketch Series,2019,True,NBC
155,who is america?,Variety Sketch Series,2019,False,Showtime
0,better call saul,Drama Series,2020,False,Netflix
1,the crown,Drama Series,2020,False,Netflix
2,the handmaid’s tale,Drama Series,2020,False,
3,killing eve,Drama Series,2020,False,BBC
4,the mandalorian,Drama Series,2020,False,Disney+
5,ozark,Drama Series,2020,False,Netflix
6,stranger things,Drama Series,2020,False,Netflix
7,succession,Drama Series,2020,True,HBO
8,the crown,"Supporting Actress, Drama",2020,False,Netflix
9,big little lies,"Supporting Actress, Drama",2020,False,HBO
10,ozark,"Supporting Actress, Drama",2020,True,Netflix
11,westworld,"Supporting Actress, Drama",2020,False,HBO
12,killing eve,"Supporting Actress, Drama",2020,False,BBC
13,succession,"Supporting Actress, Drama",2020,False,HBO
14,big little lies,"Supporting Actress, Drama",2020,False,HBO
15,the handmaid’s tale,"Supporting Actress, Drama",2020,False,
16,succession,"Supporting Actor, Drama",2020,False,HBO
17,the morning show,"Supporting Actor, Drama",2020,True,Apple TV
18,succession,"Supporting Actor, Drama",2020,False,HBO
19,the morning show,"Supporting Actor, Drama",2020,False,Apple TV
20,better call saul,"Supporting Actor, Drama",2020,False,Netflix
21,succession,"Supporting Actor, Drama",2020,False,HBO
22,the handmaid’s tale,"Supporting Actor, Drama",2020,False,
23,westworld,"Supporting Actor, Drama",2020,False,HBO
24,the crown,Directing for a Drama,2020,False,Netflix
25,the crown,Directing for a Drama,2020,False,Netflix
26,homeland,Directing for a Drama,2020,False,Showtime
27,the morning show,Directing for a Drama,2020,False,Apple TV
28,ozark,Directing for a Drama,2020,False,Netflix
29,ozark,Directing for a Drama,2020,False,Netflix
30,succession,Directing for a Drama,2020,True,HBO
31,succession,Directing for a Drama,2020,False,HBO
32,better call saul,Writing for a Drama Series,2020,False,Netflix
33,better call saul,Writing for a Drama Series,2020,False,Netflix
34,the crown,Writing for a Drama Series,2020,False,Netflix
35,ozark,Writing for a Drama Series,2020,False,Netflix
36,ozark,Writing for a Drama Series,2020,False,Netflix
37,ozark,Writing for a Drama Series,2020,False,Netflix
38,succession,Writing for a Drama Series,2020,True,HBO
39,the morning show,"Lead Actress, Drama",2020,False,Apple TV
40,the crown,"Lead Actress, Drama",2020,False,Netflix
41,killing eve,"Lead Actress, Drama",2020,False,BBC
42,ozark,"Lead Actress, Drama",2020,False,Netflix
43,killing eve,"Lead Actress, Drama",2020,False,BBC
44,euphoria,"Lead Actress, Drama",2020,True,HBO
45,ozark,"Lead Actor, Drama",2020,False,Netflix
46,this is us,"Lead Actor, Drama",2020,False,ABC
47,the morning show,"Lead Actor, Drama",2020,False,Apple TV
48,succession,"Lead Actor, Drama",2020,False,HBO
49,pose,"Lead Actor, Drama",2020,False,FX
50,succession,"Lead Actor, Drama",2020,True,HBO
51,the masked singer,Reality Competition Series,2020,False,Fox
52,nailed it!,Reality Competition Series,2020,False,Netflix
53,rupaul’s drag race,Reality Competition Series,2020,True,
54,top chef,Reality Competition Series,2020,False,Bravo
55,the voice,Reality Competition Series,2020,False,NBC
56,little fires everywhere,Limited Series,2020,False,Hulu
57,mrs. america,Limited Series,2020,False,FX
58,unbelievable,Limited Series,2020,False,CBS
59,unorthodox,Limited Series,2020,False,Netflix
60,watchmen,Limited Series,2020,True,HBO
61,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,True,FX
62,unbelievable,"Supporting Actress, TV Movie/Limited Series",2020,False,CBS
63,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,False,FX
64,watchmen,"Supporting Actress, TV Movie/Limited Series",2020,False,HBO
65,hollywood,"Supporting Actress, TV Movie/Limited Series",2020,False,Netflix
66,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,False,FX
67,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,True,HBO
68,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,False,HBO
69,unbreakable kimmy schmidt: kimmy vs. the reverend,"Supporting Actor, TV Movie/Limited Series",2020,False,
70,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,False,HBO
71,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,False,Netflix
72,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,False,Netflix
73,little fires everywhere,Directing for a TV Movie/Limited Series,2020,False,Hulu
74,normal people,Directing for a TV Movie/Limited Series,2020,False,Hulu
75,unorthodox,Directing for a TV Movie/Limited Series,2020,True,Netflix
76,watchmen,Directing for a TV Movie/Limited Series,2020,False,HBO
77,watchmen,Directing for a TV Movie/Limited Series,2020,False,HBO
78,watchmen,Directing for a TV Movie/Limited Series,2020,False,HBO
79,mrs. america,Writing for a TV Movie/Limited Series,2020,False,FX
80,normal people,Writing for a TV Movie/Limited Series,2020,False,Hulu
81,unbelievable,Writing for a TV Movie/Limited Series,2020,False,CBS
82,unorthodox,Writing for a TV Movie/Limited Series,2020,False,Netflix
83,watchmen,Writing for a TV Movie/Limited Series,2020,True,HBO
84,watchmen,"Lead Actor, TV Movie/Limited Series",2020,False,HBO
85,bad education,"Lead Actor, TV Movie/Limited Series",2020,False,HBO
86,normal people,"Lead Actor, TV Movie/Limited Series",2020,False,Hulu
87,hollywood,"Lead Actor, TV Movie/Limited Series",2020,False,Netflix
88,i know this much is true,"Lead Actor, TV Movie/Limited Series",2020,True,HBO
89,mrs. america,"Lead Actress, TV Movie/Limited Series",2020,False,FX
90,unorthodox,"Lead Actress, TV Movie/Limited Series",2020,False,Netflix
91,watchmen,"Lead Actress, TV Movie/Limited Series",2020,True,HBO
92,self made,"Lead Actress, TV Movie/Limited Series",2020,False,Netflix
93,little fires everywhere,"Lead Actress, TV Movie/Limited Series",2020,False,Hulu
94,the daily show with trevor noah,Variety Talk Series,2020,False,Comedy Central
95,full frontal with samantha bee,Variety Talk Series,2020,False,TBS
96,jimmy kimmel live!,Variety Talk Series,2020,False,ABC
97,last week tonight with john oliver,Variety Talk Series,2020,True,HBO
98,the late show with stephen colbert,Variety Talk Series,2020,False,CBS
99,curb your enthusiasm,Comedy Series,2020,False,HBO
100,dead to me,Comedy Series,2020,False,CBS
101,the good place,Comedy Series,2020,False,NBC
102,insecure,Comedy Series,2020,False,HBO
103,the kominsky method,Comedy Series,2020,False,Netflix
104,the marvelous mrs. maisel,Comedy Series,2020,False,
105,schitt’s creek,Comedy Series,2020,True,Pop TV
106,what we do in the shadows,Comedy Series,2020,False,FX
107,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,False,
108,the good place,"Supporting Actress, Comedy",2020,False,NBC
109,glow,"Supporting Actress, Comedy",2020,False,Netflix
110,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,False,
111,saturday night live,"Supporting Actress, Comedy",2020,False,NBC
112,schitt’s creek,"Supporting Actress, Comedy",2020,True,Pop TV
113,insecure,"Supporting Actress, Comedy",2020,False,HBO
114,saturday night live,"Supporting Actress, Comedy",2020,False,NBC
115,ramy,"Supporting Actor, Comedy",2020,False,Hulu
116,the kominsky method,"Supporting Actor, Comedy",2020,False,Netflix
117,brooklyn nine-nine,"Supporting Actor, Comedy",2020,False,NBC
118,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,False,
119,the good place,"Supporting Actor, Comedy",2020,False,NBC
120,schitt’s creek,"Supporting Actor, Comedy",2020,True,Pop TV
121,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,False,
122,saturday night live,"Supporting Actor, Comedy",2020,False,NBC
123,the great,Directing for a Comedy Series,2020,False,Hulu
124,the marvelous mrs. maisel,Directing for a Comedy Series,2020,False,
125,the marvelous mrs. maisel,Directing for a Comedy Series,2020,False,
126,modern family,Directing for a Comedy Series,2020,False,ABC
127,ramy,Directing for a Comedy Series,2020,False,Hulu
128,schitt’s creek,Directing for a Comedy Series,2020,True,Pop TV
129,will & grace,Directing for a Comedy Series,2020,False,NBC
130,the good place,Writing for a Comedy Series,2020,False,NBC
131,the great,Writing for a Comedy Series,2020,False,Hulu
132,schitt’s creek,Writing for a Comedy Series,2020,True,Pop TV
133,schitt’s creek,Writing for a Comedy Series,2020,False,Pop TV
134,what we do in the shadows,Writing for a Comedy Series,2020,False,FX
135,what we do in the shadows,Writing for a Comedy Series,2020,False,FX
136,what we do in the shadows,Writing for a Comedy Series,2020,False,FX
137,black-ish,"Lead Actor, Comedy",2020,False,ABC
138,black monday,"Lead Actor, Comedy",2020,False,Showtime
139,the good place,"Lead Actor, Comedy",2020,False,NBC
140,the kominsky method,"Lead Actor, Comedy",2020,False,Netflix
141,schitt’s creek,"Lead Actor, Comedy",2020,True,Pop TV
142,ramy,"Lead Actor, Comedy",2020,False,Hulu
143,dead to me,"Lead Actress, Comedy",2020,False,CBS
144,the marvelous mrs. maisel,"Lead Actress, Comedy",2020,False,
145,dead to me,"Lead Actress, Comedy",2020,False,CBS
146,schitt’s creek,"Lead Actress, Comedy",2020,True,Pop TV
147,insecure,"Lead Actress, Comedy",2020,False,HBO
148,black-ish,"Lead Actress, Comedy",2020,False,ABC
